Id,Supplier,Recipient,No. ordered,No. ordered data uncertain,Designation,Description,Status,Status data uncertain,Year of order,Year of order data uncertain,Year(s) of deliveries,No. delivered,Year(s) of delivery or no. delivered data uncertain,Recipient Involvement,Comment
13756,Germany,Romania,3,Yes,BPz-2,ARV,SecondHand,,2007,Yes,2008 - 2008,3,,,Ex-FRG; designation uncertain (reported as armoured recovery vehicle)
5718,Germany,Saudi Arabia,10,Yes,Luna,UAV,New,,2010,,2011 - 2012,10,Yes,,
24525,Germany,Saudi Arabia,54,Yes,BF-12L413,Diesel engine,New,,2007,Yes,2008 - 2009,54,Yes,,For 54 PLZ-45 self propelled guns from China; from Chinese production line
7386,Germany,Saudi Arabia,1400,Yes,IRIS-T,SRAAM,New,,2009,,2010 - 2012,750,Yes,,For Tornado and Typhoon combat aircraft
32892,Germany,Singapore,10,Yes,Buffel,ARV,New,Yes,2008,Yes,2010 - 2011,10,Yes,,
16440,Germany,Singapore,182,Yes,Leopard-2A4,Tank,Refurbished,Yes,2007,,2007 - 2012,182,Yes,,Ex-FRG; modernized before delivery (possibly incl some for spares only)
17694,Germany,Singapore,24,,MTU-8000,Diesel engine,New,,2000,Yes,2007 - 2009,24,,,For 6 La Fayette (Formidable) frigates from France; MTU-8000-M90 version
8836,Germany,Singapore,8,Yes,BR-710,Turbofan,New,,2007,,2009 - 2011,8,Yes,,For 4 G-550 AEW aircraft from USA and Israel
11809,Germany,South Africa,80,Yes,SUT,AS/ASW torpedo,New,,2000,Yes,2006 - 2008,80,Yes,,For Type-209 (Heroine) submarines; SUT-264 version
7379,Germany,South Africa,25,Yes,IRIS-T,SRAAM,New,,2008,,2009 - 2009,25,Yes,,For JAS-39 combat aircraft; interim solution until South African development of Darter-A AAM finished
5820,Germany,South Africa,4,,MEKO-A200,Frigate,New,,1999,,2006 - 2007,4,,Yes,EUR924 m ($0.8-1.12 b) deal (offsets $3.2 b incl $403 m for arms industry incl South African weapons and equipment fitted in South Africa); South African designation Amatola
20778,Germany,South Africa,3,,Type-209/1400MOD,Submarine,New,,2000,,2005 - 2008,3,,,EUR748 m ($875 m) deal (offsets 375-430%); South African designation Heroine
12113,Germany,Spain,2,,EC-135/EC-635,Light helicopter,New,,2008,Yes,2008 - 2008,2,Yes,,
16457,Germany,Spain,219,,Leopard-2A6,Tank,New,,1998,,2003 - 2012,219,Yes,Yes,Part of EUR1.9 b deal (offsets 80% incl production of 189 in Spain); Leopard-2E version
20636,Germany,Spain,190,Yes,MTU-183,Diesel engine,New,,2003,,2009 - 2012,155,Yes,,For 190 Pizarro (ASCOD) IFV produced in Spain
21366,Germany,Spain,2,,MAN-3240,Diesel engine,New,,2004,,2010 - 2010,2,,,For Juan Carlos AALS/aircraft carrier produced in Spain
20640,Germany,Spain,21,Yes,MTU-183,Diesel engine,New,,2007,,2010 - 2012,16,Yes,,For 21 Piranha-3 APC/IFV from Switzerland
8462,Germany,Spain,43,,Taurus KEPD-350,ASM,New,,2005,,2007 - 2010,43,,,EUR57 m deal
7378,Germany,Spain,770,,IRIS-T,SRAAM,New,,2009,,2011 - 2012,125,Yes,Yes,EUR247 m deal (incl production of components in Spain and Spanish funding for development
20373,Germany,Spain,4,,Lance MTS,IFV turret,New,,2009,Yes,2011 - 2012,4,Yes,,For Piranha-3C IFV from Switzerland
8053,Germany,Sweden,6,,PiPz-3 Kodiak,AEV,New,,2008,,2011 - 2012,6,Yes,,
24397,Germany,Sweden,10,,MTU-N-90,Diesel engine,New,,1995,Yes,2006 - 2008,10,,,For 5 Visby corvettes produced in Sweden
7380,Germany,Sweden,400,Yes,IRIS-T,SRAAM,New,,2004,Yes,2009 - 2010,400,Yes,Yes,Incl production of components in Sweden and Swedish funding for development
12100,Germany,Switzerland,18,,EC-135/EC-635,Light helicopter,New,,2006,,2008 - 2009,18,,Yes,Part of CHF310 m ($240) 'HTLF' programme; EC-635 version (2 more EC-135 ordered for VIP transport); incl for training
25843,Germany,Switzerland,1,,Beech-1900/C-12J,Light transport ac,SecondHand,,2007,,2007 - 2007,1,,,Second-hand; lease; Beech-1900D version
8051,Germany,Switzerland,12,,PiPz-3 Kodiak,AEV,New,,2007,,2009 - 2011,12,Yes,Yes,CHF95-129 m ($80-105 m) deal
35666,Germany,Taiwan,90,,MTU-4000,Diesel engine,New,,2007,,2009 - 2011,90,Yes,Yes,$149 m deal; for 30 KH-6 FAC produced in Taiwan
23839,Germany,Thailand,102,Yes,MTU-6R-106,Diesel engine,New,,2009,,2010 - 2012,102,Yes,,For 102 BTR-3E1 IFV from Ukraine
23840,Germany,Thailand,121,Yes,MTU-6R-106,Diesel engine,New,,2011,,2012 - 2012,30,Yes,,For 121 BTR-3E1 IFV from Ukraine
16445,Germany,Turkey,298,Yes,Leopard-2A4,Tank,SecondHand,Yes,2005,,2006 - 2010,298,Yes,,Ex-FRG; EUR365 m deal; modernized after delivery in Turkey to Leopard-2NG
16455,Germany,Turkey,56,,Leopard-2A4,Tank,SecondHand,Yes,2009,,2010 - 2012,56,Yes,,Ex-FRG; probably modernized in Turkey after delivery to Leopard-2NG version
6491,Germany,Turkey,470,Yes,MTU-881,Diesel engine,New,,2001,Yes,2004 - 2012,458,Yes,,For 170 Sabra-3 (modernized M-60) tanks from Israel and 300 K-9 self-propelled guns from South Korea
30734,Germany,Turkey,24,Yes,MTU-595,Diesel engine,New,,2008,,2011 - 2011,2,,,For 12 Heybeliyada (MilGem) frigates produced in Turkey
12272,Germany,Turkey,4,,Kiliç,FAC,New,,2000,,2005 - 2008,4,,Yes,Kiliç-2 version
12273,Germany,Turkey,2,,Kiliç,FAC,New,,2004,Yes,2009 - 2010,2,,Yes,Kiliç-2 version
22493,Germany,Turkey,6,,Frankenthal/Type-332,MCM ship,New,,1999,,2005 - 2010,6,Yes,Yes,$625 m deal; 5 produced in Turkey; Turkish designation Aydin or Alanya
21492,Germany,Turkey,4,,Type-209/1400,Submarine,New,,1998,,2005 - 2007,4,Yes,Yes,$556 m deal; assembled from kits in Turkey; Turkish designation Gur
12596,Germany,Turkmenistan,10,Yes,D-2848,Diesel engine,New,,2010,Yes,2011 - 2011,10,Yes,,For 10 Survivor-2 APC from Austria
15239,Germany,United Arab Emirates,32,,Tpz-1 Fuchs,APC,New,,2005,,2007 - 2009,32,Yes,,EUR160 m ($205 m) deal; Fuchs-2 version; incl 16 NBC and 8 biological warfare reconnaissance and 8 command post version
24408,Germany,United Arab Emirates,436,,MTU-883,Diesel engine,New,,1993,,1994 - 2010,436,Yes,,For 390 Leclerc tanks and 46 Leclerc ARV from France
30728,Germany,United Arab Emirates,24,Yes,MTU-595,Diesel engine,New,,2003,Yes,2011 - 2012,8,Yes,,For 6 Baynunah corvettes from France
23078,Germany,United Arab Emirates,3,,COBRA,Arty locating radar,New,,2009,,2010 - 2010,3,Yes,,
22006,Germany,United Kingdom,23,,G-115,Trainer aircraft,New,,2009,,2009 - 2010,23,Yes,,Owned and operated by civilian company for training of UK pilots; UK designation Tutor T-1
15168,Germany,United Kingdom,2,,RK-270,Diesel engine,New,,2005,,2007 - 2007,2,,,For 1 River OPV produced in UK
8835,Germany,United Kingdom,10,,BR-710,Turbofan,New,,1999,,2007 - 2007,10,Yes,,For 5 Sentinel AGS aircraft from Canada and USA
8222,Germany,United States,345,Yes,BK-117/EC-145,Helicopter,New,,2006,,2006 - 2012,247,Yes,Yes,$3 b 'LUH' programme (incl 20 years support); EC-145 version; US designation UH-72A Lakota
8227,Germany,United States,5,,BK-117/EC-145,Helicopter,New,,2008,Yes,2009 - 2010,5,Yes,Yes,EC-145 version; US designation H-72A
5161,Germany,United States,2,Yes,Do-328,Transport aircraft,SecondHand,Yes,2010,,2011 - 2011,2,Yes,,Second-hand
24222,Germany,United States,12,Yes,MTU-1163,Diesel engine,New,,2003,Yes,2008 - 2012,6,,,For 6 Legend (NSC) OPV produced in USA
30852,Germany,United States,18,Yes,TRS-3D,Air/sea search radar,New,,2004,,2006 - 2012,7,Yes,,For 11 Freedom (LCS) frigate and 6 Legend (NSC) OPV produced in USA and 1 land-based site; TRS-3D/16 version; possibly incl production in USA
5710,Germany,Uruguay,6,,Bo-105C,Light helicopter,SecondHand,,2006,,2007 - 2007,6,,,Ex-FRG; EUR1.8 m deal
24220,Germany,Venezuela,16,Yes,MTU-1163,Diesel engine,New,,2006,Yes,2011 - 2012,16,,,For 4 POVZEE (Caribé) OPV from Spain
7100,Hungary,Iraq,66,,BTR-80,APC,SecondHand,,2005,,2007 - 2007,66,Yes,,Ex-Hungarian; part of $30 m deal; ordered via Polish company; modernized to BTR-80UP in Ukraine before delivery
23834,India,Ecuador,6,,Druhv,Helicopter,New,,2008,,2009 - 2009,6,,,$50 m deal (incl 1 more for VIP transport); for SAR
23836,India,Maldives,1,,Druhv,Helicopter,New,Yes,2009,,2010 - 2010,1,,,Aid
14459,India,Namibia,1,,SA-315B Lama,Light helicopter,New,,2009,,2011 - 2011,1,,,SA-315 Cheetah version
19216,India,Namibia,2,,SA-316B Alouette-3,Light helicopter,New,,2009,,2012 - 2012,2,Yes,,SA-316B Chetak version
6468,India,Nepal,24,,MPV,APV,New,Yes,2009,Yes,2011 - 2011,24,,,Possibly ex-Indian; possibly aid; designation uncertain
65786,India,Sri Lanka,2,,Indra,Air search radar,New,Yes,2007,,2007 - 2007,2,,,Aid
17653,India,Sri Lanka,1,,Vikram,OPV,SecondHand,,2007,,2007 - 2007,1,,,Ex-Indian; aid; Sri Lankan designation Sagara
17654,India,Sri Lanka,1,,Vikram,OPV,SecondHand,,2008,,2008 - 2008,1,,,Ex-Indian
19214,India,Suriname,3,,SA-316B Alouette-3,Light helicopter,New,,2009,Yes,2011 - 2011,3,Yes,,$15-30 m deal (financed by Indian credit); Chetak version
24151,Indonesia,Senegal,1,,CN-235,Transport aircraft,SecondHand,,2011,,2011 - 2011,1,,,Second-hand (not incl 1 more for VIP transport)
34886,Indonesia,Sri Lanka,5,,P-2,APC,New,,2008,Yes,2008 - 2008,5,Yes,,For police
3879,Iran,Sudan,5,Yes,Shahine,Towed MRL,New,,2007,Yes,2008 - 2008,5,Yes,,
25353,Iran,Syria,25,Yes,C-802/CSS-N-8,Anti-ship missile,New,Yes,2006,Yes,2009 - 2011,15,Yes,,Noor version; for 6 Tir-2 FAC
25359,Iran,Syria,25,Yes,C-802/CSS-N-8,Anti-ship missile,New,,2010,Yes,2011 - 2011,25,Yes,,For C-802 coast defence system
32927,Iran,Syria,,,Fateh-110,SSM,New,,2007,,2008 - 2011,800,Yes,Yes,Syrian designation probably Tishirin
8060,Iran,Syria,1,Yes,C-801/C-802 CDS,Coast defence system,New,,2010,Yes,2011 - 2011,1,Yes,,
66271,Iran,Venezuela,12,Yes,Mohajer,UAV,New,,2007,Yes,2012 - 2012,3,Yes,Yes,Probably Mohajer-3 version; Venezuelan designation probably Sant Arpia
65563,Ireland,Australia,299,,Bushmaster,APC,New,,1999,Yes,2005 - 2007,299,Yes,Yes,"AUD203 m ($105 m) 'Bushranger' programme; designed for production in Australia; incl command post, ambulance and other versions"
65564,Ireland,Australia,144,,Bushmaster,APC,New,,2006,,2007 - 2008,144,Yes,Yes,
65565,Ireland,Australia,253,Yes,Bushmaster,APC,New,,2007,,2008 - 2010,253,Yes,Yes,
65566,Ireland,Australia,41,,Bushmaster,APC,New,,2008,,2010 - 2010,41,Yes,Yes,
65567,Ireland,Australia,101,,Bushmaster,APC,New,,2011,,2012 - 2012,101,Yes,Yes,
65568,Ireland,Australia,214,,Bushmaster,APC,New,,2012,,2012 - 2012,25,Yes,Yes,
30232,Ireland,Chile,4,,AS-365/AS-565 Panther,Helicopter,SecondHand,,2008,,2008 - 2011,4,Yes,,Ex-Irish; $24 m deal; sold via US company; SA-365F1 version
13725,Israel,Australia,10,Yes,Heron,UAV,New,,2009,,2009 - 2009,10,Yes,,'Project Nankeen'; leased (1-3 years) from producer via Canadian company; for use in Afghanistan
34613,Israel,Australia,37,,Litening,Aircraft EO system,New,,2005,,2006 - 2007,37,Yes,,Litening-AT version; for F/A-18 combat aircraft; ordered via USA; from US production line
9847,Israel,Austria,150,,ORCWS,AV turret,New,,2009,,2009 - 2012,130,Yes,Yes,$25 m deal; for 150 LMV APV from Italy
6357,Israel,Azerbaijan,4,,Aerostar,UAV,New,,2007,,2008 - 2008,4,,,
11703,Israel,Azerbaijan,10,Yes,Hermes-450,UAV,New,,2008,,2011 - 2012,6,Yes,,
6363,Israel,Azerbaijan,10,Yes,Aerostar,UAV,New,,2010,,2011 - 2012,10,Yes,Yes,Incl production of components in Azerbaijan
17426,Israel,Azerbaijan,10,Yes,Sufa,APV,New,,2008,,2009 - 2010,10,Yes,,
21560,Israel,Azerbaijan,5,Yes,ATMOS-2000 155mm,Self-propelled gun,New,,2008,,2010 - 2010,5,Yes,,
20444,Israel,Azerbaijan,5,Yes,CARDOM 120mm,Self-propelled mortar,New,,2008,,2010 - 2010,5,Yes,,
26530,Israel,Azerbaijan,100,Yes,Spike-MR/LR,Anti-tank missile,New,,2008,,2009 - 2010,100,Yes,,Spike-LR version
17370,Israel,Azerbaijan,50,Yes,EXTRA,SSM,New,,2005,Yes,2008 - 2009,50,Yes,,For Lynx MRL
11898,Israel,Belgium,32,,UT-25/UT-30,IFV turret,New,,2006,,2010 - 2012,24,Yes,,UT-30 version; for Piranha-3 IFV from Switzerland
11706,Israel,Brazil,2,Yes,Hermes-450,UAV,New,,2010,,2011 - 2011,2,Yes,,Brazilian designation RQ-450
7351,Israel,Brazil,200,Yes,Python-4,BVRAAM,New,,2002,Yes,2010 - 2012,100,Yes,,For F-5M combat aircraft
7316,Israel,Brazil,200,Yes,Derby,BVRAAM,New,,2006,Yes,2006 - 2010,200,Yes,,For modernized F-5E (F-5M) combat aircraft
34628,Israel,Brazil,20,Yes,Litening,Aircraft EO system,New,,2006,Yes,2011 - 2012,6,Yes,,Litening-3 version; for AMX and F-5M combat aircraft
31532,Israel,Brazil,9,,EL/M-2022,MP aircraft radar,New,,2005,Yes,2011 - 2012,6,Yes,,Part of EUR320 m 'P-X' programme for modernization of 9 P-3A ASW aircraft to P-3AM (P-3BR); EL/M-2022A(V)3 version
28988,Israel,Bulgaria,25,,Sand Cat,APV,New,,2008,,2008 - 2010,25,Yes,,
19,Israel,Cameroon,5,Yes,RAM,APV,New,,2008,Yes,2008 - 2008,5,Yes,,RAM-2000 version
13721,Israel,Canada,3,Yes,Heron,UAV,New,,2008,,2008 - 2008,3,Yes,,CAD95 m ($81 m) 'Project Noctua' 2-year lease; for use in Afghanistan; Canadian designation CU-170
20,Israel,Chad,31,Yes,RAM,APV,New,,2007,,2008 - 2008,31,,,RAM-2000 version
26512,Israel,Chile,1000,Yes,Spike-MR/LR,Anti-tank missile,New,,2003,Yes,2004 - 2007,1000,Yes,,Incl for AIFV tank destroyers
26527,Israel,Chile,1200,Yes,Spike-MR/LR,Anti-tank missile,New,,2008,,2009 - 2012,1200,Yes,,For modernized Marder IFV
7354,Israel,Chile,200,Yes,Python-4,BVRAAM,New,,2003,,2006 - 2011,200,Yes,,For F-16 combat aircraft
25428,Israel,Colombia,10,,Kfir C-7,FGA aircraft,Refurbished,,2007,Yes,2009 - 2010,10,,,Ex-Israeli; modernized to Kfir C-10 (Kfir COA) before delivery; part of $162 m deal (incl modernization of 11 Colombian Kfir)
25429,Israel,Colombia,3,,Kfir C-7,FGA aircraft,Refurbished,Yes,2007,,2010 - 2010,3,Yes,,Ex-Israeli; part of $160 m deal; probably modernized to Kfir C-12 before delivery
26693,Israel,Colombia,15,Yes,Spike-ER,Anti-tank missile,New,,2009,Yes,2009 - 2009,15,,,
7324,Israel,Colombia,40,Yes,Derby,BVRAAM,New,,2009,Yes,2010 - 2010,40,Yes,,For Kfir C-10 combat aircraft
19364,Israel,Colombia,100,Yes,Python-5,BVRAAM,New,,2009,Yes,2010 - 2011,100,Yes,,For Kfir combat aircraft
66216,Israel,Colombia,1,,Air refuel system,Air refuel system,New,,2007,,2010 - 2010,1,,,For modification of 1 Boeing-767 transport aircraft from USA to MMTT tanker/transport aircraft in Israel
34640,Israel,Colombia,10,Yes,Litening,Aircraft EO system,New,,2007,Yes,2010 - 2011,10,Yes,,Litening-3 version; for Kfir combat aircraft
21124,Israel,Colombia,5,,RecceLite,Aircraft recce system,New,,2007,Yes,2010 - 2011,5,Yes,,For Kfir combat aircraft
14992,Israel,Colombia,11,,EL/M-2032,Combat ac radar,New,,2007,,2011 - 2011,11,Yes,,For modernization of 11 Kfir C-7 to Kfir C-10
11338,Israel,Colombia,2,,EL/I-3120 CMM,SIGINT system,New,,2006,Yes,2007 - 2007,2,,,For 2 King Air SIGINT (ELINT) aircraft from USA
11339,Israel,Colombia,1,,EL/I-3120 CMM,SIGINT system,New,,2010,Yes,2011 - 2011,1,,,
5292,Israel,Denmark,20,,K-6 120mm,Mortar,New,,2010,,2010 - 2010,20,,,"For use in Afghanistan, Danish designation TMT M/10"
25655,Israel,Dominican Republic,1,,EL/M-2082,Air search radar,New,,2010,Yes,2010 - 2010,1,Yes,,
33813,Israel,Dominican Republic,3,Yes,EL/M-2106NG,Air search radar,New,,2010,Yes,2010 - 2011,3,Yes,,$35 m deal
13727,Israel,Ecuador,2,,Heron,UAV,New,,2008,,2009 - 2009,2,,,Part of $23 m deal
12727,Israel,Ecuador,4,,Searcher,UAV,New,,2008,,2009 - 2009,4,,,Part of $23 m deal
21094,Israel,El Salvador,3,,Arava,Transport aircraft,SecondHand,,2008,Yes,2008 - 2008,3,,,Ex-Israeli
17022,Israel,Equatorial Guinea,2,,Saar-4,Patrol craft,New,,2008,,2011 - 2011,2,,,
26692,Israel,Finland,200,Yes,Spike-ER,Anti-tank missile,New,,2006,Yes,2008 - 2009,200,Yes,,For coastal defence
34636,Israel,Finland,10,,Litening,Aircraft EO system,New,,2008,,2008 - 2009,10,Yes,,$30 m deal; Litening AT version; for F/A-18C combat aircraft; ordered via USA; from US production line
6154,Israel,France,3,,Eagle,UAV,New,,2001,,2007 - 2007,3,Yes,,'SIDM' programme
13726,Israel,France,3,,Heron,UAV,New,,2005,,2009 - 2009,3,,,French designation Harfang (former 'SIDM' programme); equipped with French surveillance systems
13730,Israel,France,1,,Heron,UAV,New,,2009,,2010 - 2010,1,,,$34 m deal (incl 1 control station); French designation Harfang; equipped with French surveillance system
11701,Israel,Georgia,5,Yes,Hermes-450,UAV,New,,2007,,2007 - 2007,5,Yes,,
3428,Israel,Georgia,4,Yes,LAR-160,Self-propelled MRL,New,,2006,Yes,2007 - 2007,4,Yes,,For use with 122mm and 160mm rockets
13724,Israel,Germany,3,,Heron,UAV,New,,2009,,2010 - 2010,3,,,'SAATEG-ZwL' programme; lease (originally 3 years; EUR75 m deal for 2-year extension 2012); for use in Afghanistan
26526,Israel,Germany,3000,Yes,Spike-MR/LR,Anti-tank missile,New,,2009,Yes,2010 - 2012,620,Yes,Yes,'MELLS' programme; Spike-LR version; for Puma IFV
21121,Israel,Germany,1,Yes,RecceLite,Aircraft recce system,New,,2009,,2009 - 2009,1,Yes,,For Tornado combat aircraft; for use in Afghanistan
34637,Israel,Hungary,5,,Litening,Aircraft EO system,New,,2005,,2008 - 2008,5,Yes,,For JAS-39 combat aircraft
9716,Israel,India,18,,SPYDER-MR,Mobile SAM system,New,,2008,,2012 - 2012,1,Yes,Yes,$260 m 'LLQRM' programme
35314,Israel,India,2,,Heron,MP UAV,New,,2010,,2011 - 2011,2,Yes,,Part of INR7 b ($152 m) deal
13723,Israel,India,16,Yes,Heron,UAV,New,,2006,,2006 - 2007,16,Yes,,Possibly $200-266 m deal; no. could be up to 50
13734,Israel,India,16,Yes,Heron,UAV,New,,2009,Yes,2012 - 2012,8,Yes,,INR11.2 b ($239 m) deal
12735,Israel,India,2,,Searcher,UAV,New,,2010,Yes,2011 - 2011,2,Yes,,Searcher-2 version
7317,Israel,India,20,,Derby,BVRAAM,New,,2005,,2008 - 2011,20,Yes,,$25 m deal; for modernized Sea Harrier combat aircraft
7352,Israel,India,100,Yes,Python-4,BVRAAM,New,,2005,Yes,2007 - 2007,100,Yes,,
7323,Israel,India,750,Yes,Derby,BVRAAM,New,,2008,Yes,2012 - 2012,50,Yes,,For SPYDER SAM systems
19363,Israel,India,750,Yes,Python-5,BVRAAM,New,,2008,,2012 - 2012,50,Yes,,For SPYDER SAM system; possibly incl production of components in India
34233,Israel,India,100,Yes,SPICE,Guided bomb,New,,2008,Yes,2009 - 2009,100,Yes,,
12490,Israel,India,250,Yes,Griffin,Guided bomb,New,,2009,,2012 - 2012,125,Yes,,
12811,Israel,India,400,Yes,Barak-1,SAM,New,,2002,Yes,2005 - 2012,300,Yes,,For Delhi (Project-15) and Kolkata (Project-15A) destroyers and probably for Shivalik (Project-17) and Kamorta (Project-28) frigates
35268,Israel,India,3,,EL/M-2075 Phalcon,AEW&C system,New,,2004,,2009 - 2011,3,,,Part of $1.1 b deal (incl $350 m advance payment); for 3 A-50EhI AEW&C aircraft from Uzbekistan (ordered via Russia and fitted with AEW&C system in Israel)
17473,Israel,India,1,,EL/M-2070,AGS radar,New,,2007,Yes,2009 - 2009,1,,,For RISAT-2 reconnaissance satellite produced in India
9103,Israel,India,3,,EL/M-2238 STAR,Air search radar,New,,1999,Yes,2010 - 2012,3,,,For 3 Shivalik (Project-17) frigates produced in India
12341,Israel,India,2,,EL/M-2083 APR,Air search radar,New,,2002,,2007 - 2008,2,,,$145 m deal
9105,Israel,India,2,Yes,EL/M-2238 STAR,Air search radar,New,,2002,Yes,2006 - 2007,2,Yes,,For modernization of 2 Kashin-2 (Rajput) destroyers
12343,Israel,India,2,Yes,EL/M-2083 APR,Air search radar,New,,2009,,2012 - 2012,2,Yes,,$57 m deal; for coastal surveillance; bought in reaction to 2008 terrorist attack in Mumbai
32187,Israel,India,34,,EL/M-2084,Air search radar,New,,2009,,2012 - 2012,5,Yes,Yes,Indian designation Arudhra
34633,Israel,India,8,Yes,Litening,Aircraft EO system,New,,2004,,2007 - 2009,8,Yes,,Litening-3 version; $137 m deal; for Su-30 combat aircraft
14981,Israel,India,9,Yes,EL/M-2032,Combat ac radar,New,,2005,,2008 - 2011,9,Yes,,Part INR4.8-6.4 b ($110-137 m) deal; for modernization of 9 Sea Harrier combat aircraft
3438,Israel,India,10,Yes,EL/M-2221 STGR,Fire control radar,New,,2001,Yes,2003 - 2007,10,Yes,,For 3 Brahmaputra frigates produced in India and modernization of 2 Kashin-2 (Rajput) destroyers and 3 Godavari frigates; for use with Barak SAM
3437,Israel,India,6,,EL/M-2221 STGR,Fire control radar,New,,2002,Yes,2003 - 2011,6,Yes,,For modernization of 3 Delhi destroyers; for use with Barak SAM
3439,Israel,India,8,Yes,EL/M-2221 STGR,Fire control radar,New,,2003,Yes,2012 - 2012,2,Yes,,For Barak SAM on 4 Kamorta (Project-28) frigates produced in India
31531,Israel,India,25,Yes,EL/M-2022,MP aircraft radar,New,,2000,Yes,2001 - 2011,25,Yes,,For 25 Do-228MP MP aircraft from FRG; fitted up to 4 years after aircraft delivered
31536,Israel,India,8,,EL/M-2022,MP aircraft radar,New,,2004,,2004 - 2008,8,Yes,,For modernization of 8 Tu-142 ASW aircraft
12726,Israel,Indonesia,4,,Searcher,UAV,New,,2006,,2012 - 2012,4,Yes,,Searcher-2 version; ordered via Philippine company
26523,Israel,Italy,990,,Spike-MR/LR,Anti-tank missile,New,,2009,,2009 - 2012,610,Yes,Yes,EUR121 m deal (incl 90 launchers; incl production of components and assembly in Italy); Spike-LR version; incl for Dardo and Freccia IFV; delivery 2009-2014
25390,Israel,Italy,100,Yes,Lizard,Guided bomb,New,,2006,,2007 - 2007,100,Yes,,
34644,Israel,Italy,25,Yes,Litening,Aircraft EO system,New,,2005,Yes,2011 - 2012,25,Yes,,Litening-3 version; for modernized AMX combat aircraft
21120,Israel,Italy,10,Yes,RecceLite,Aircraft recce system,New,,2005,Yes,2007 - 2008,10,Yes,,For modernized AMX combat aircraft
20480,Israel,Kazakhstan,18,Yes,CARDOM 120mm,Mortar,New,,2007,Yes,2008 - 2009,18,Yes,Yes,Part of $120m deal; Kazakh 2B11 mortars rebuilt to Cardom version for use on Kazakh MT-LB APC; Kazakh designation Aybat
13853,Israel,Kazakhstan,6,Yes,Semser 122mm,Self-propelled gun,New,,2006,Yes,2008 - 2009,6,Yes,Yes,Part of $120m deal; Kazakh D-30 towed guns rebuilt to Semser self-propelled version on truck chassis from Russia
17397,Israel,Kazakhstan,18,Yes,Lynx,Self-propelled MRL,New,,2006,Yes,2008 - 2009,18,Yes,Yes,$30 m deal; Kazakh designation Nayza
17371,Israel,Kazakhstan,50,Yes,EXTRA,SSM,New,,2007,Yes,2008 - 2009,50,Yes,,For Lynx MRL
34642,Israel,Kazakhstan,10,Yes,Litening,Aircraft EO system,New,,2007,Yes,2009 - 2010,10,Yes,,Litening-3 version; for Su-27 combat aircraft modernized in Belarus to Su-27M2
35584,Israel,"Korea, South",2,,EL/M-2080 Green Pine,Air search radar,New,,2009,,2012 - 2012,2,Yes,,For use with Patriot SAM systems in AMD-Cell air defence/ABM system
11704,Israel,Mexico,2,,Hermes-450,UAV,New,,2008,,2009 - 2009,2,,,Part of $25 m deal
6359,Israel,Netherlands,5,Yes,Aerostar,UAV,New,,2009,,2009 - 2009,5,Yes,,EUR25-50 m 18 months lease; owned and operated by Israeli and UK company; for use in Afghanistan
26514,Israel,Netherlands,2400,,Spike-MR/LR,Anti-tank missile,New,,2001,,2006 - 2011,2400,Yes,Yes,$150-225 m deal (offsets incl production of components in Netherlands); from German EuroSpike production line; Spike-MR version
34629,Israel,Netherlands,22,,Litening,Aircraft EO system,New,,2006,,2007 - 2008,22,Yes,,Litening-AT version; ordered via USA; from US production line
21122,Israel,Netherlands,6,,RecceLite,Aircraft recce system,New,,2005,,2007 - 2007,6,Yes,,$40 m deal; for F-16 combat aircraft
31533,Israel,New Zealand,6,,EL/M-2022,MP aircraft radar,New,,2005,,2011 - 2012,3,,,Part of NZD352 m ($260 m) modernization of 6 P-3K ASW aircraft; EL/M-2022(V)3 version; delivery 2011-2013
6353,Israel,Nigeria,9,Yes,Aerostar,UAV,New,,2006,,2007 - 2007,9,Yes,,Part of $260 m deal; part of 3 Aerostar UAV systems
9328,Israel,Nigeria,2,,Shaldag,Patrol craft,New,,2008,Yes,2009 - 2011,2,Yes,,$25 m deal
33815,Israel,Paraguay,2,,EL/M-2106NG,Air search radar,New,,2011,,2011 - 2012,2,Yes,,PYG14 b ($3.5 m) deal; EL/M-2106NG version
26525,Israel,Peru,516,,Spike-MR/LR,Anti-tank missile,New,,2009,Yes,2009 - 2009,516,Yes,,Spike-LR version; deal incl also 48 launchers
26515,Israel,Poland,2675,Yes,Spike-MR/LR,Anti-tank missile,New,,2003,,2004 - 2012,2380,Yes,Yes,PLN1.49 b ($425 m) deal (incl $250-260 m for Israeli producer; offsets $826 m incl production of components and assembly in Poland; incl 264 launchers); Spike-LR version; delivery 2004-2013
20476,Israel,Portugal,33,,CARDOM 120mm,Mortar,New,,2006,,2008 - 2011,22,Yes,,For Pandur-2 APC from Austria; status of last 11 uncertain
26519,Israel,Portugal,20,Yes,Spike-MR/LR,Anti-tank missile,New,,2006,,2011 - 2011,20,Yes,,For Pandur-2 IFV
34639,Israel,Portugal,14,Yes,Litening,Aircraft EO system,New,,2008,,2008 - 2009,14,Yes,,Litening-AT version; from US production line
31535,Israel,Portugal,3,,EL/M-2022,MP aircraft radar,New,,2006,,2010 - 2010,3,Yes,,EL/M-2022A(V)3 version; for 3 C-295MPA MP aircraft from Spain
31542,Israel,Portugal,5,,EL/M-2022,MP aircraft radar,New,,2007,,2010 - 2012,5,Yes,,Part of EUR99 m modernization of 5 P-3C ASW aircraft
